move,logmove,Otter,Site,Sex,Ageclass,AgeSex
2.0041106,0.695200371,6,1,0,0,3
0.53566595,-0.62424454,6,1,0,0,3
1.0248432,0.024539625,6,1,0,0,3
1.01866415,0.018492112,6,1,0,0,3
0.9826272,-0.017525478,6,1,0,0,3
2.4711165,0.904670073,6,1,0,0,3
0.96751105,-0.033028433,6,1,0,0,3
1.4645625,0.381556563,6,1,0,0,3
1.47435495,0.388220572,6,1,0,0,3
0.3513968,-1.04583921,6,1,0,0,3
0.53922695,-0.617618739,6,1,0,0,3
9.8753292,2.290039647,6,1,0,0,3
0.49172685,-0.7098319,6,1,0,0,3
0.6002285,-0.510444863,6,1,0,0,3
3.0001923,1.098676387,6,1,0,0,3
0.971866,-0.028537344,6,1,0,0,3
0.57936385,-0.545824588,6,1,0,0,3
4.3330168,1.46626402,6,1,0,0,3
1.4609074,0.37905775,6,1,0,0,3
0.462646,-0.770793096,6,1,0,0,3
0.94489115,-0.056685543,6,1,0,0,3
0.99346485,-0.006556598,6,1,0,0,3
0.39552085,-0.927551775,6,1,0,0,3
1.13278855,0.124682336,6,1,0,0,3
0.47241565,-0.749896067,6,1,0,0,3
1.8851177,0.633990259,6,1,0,0,3
0.94532475,-0.05622676,6,1,0,0,3
0.06099645,-2.796939613,6,1,0,0,3
0.59376925,-0.521264503,6,1,0,0,3
2.1484844,0.764762663,6,1,0,0,3
8.3542136,2.122766034,6,1,0,0,3
10.02271965,2.304854481,6,1,0,0,3
7.42487225,2.004835479,6,1,0,0,3
2.57640545,0.946395191,7,1,0,1,2
2.975479,1.090405034,7,1,0,1,2
4.0906209,1.408696768,7,1,0,1,2
3.09964865,1.131288766,7,1,0,1,2
3.9106277,1.363697898,7,1,0,1,2
1.36141235,0.308522654,7,1,0,1,2
1.02395495,0.023672532,7,1,0,1,2
2.4458387,0.894388091,7,1,0,1,2
1.3851365,0.325798691,7,1,0,1,2
10.36615125,2.338545811,7,1,0,1,2
0.8513628,-0.160916919,7,1,0,1,2
3.0935064,1.129305205,7,1,0,1,2
0.0623586,-2.774853685,7,1,0,1,2
3.13266915,1.141885405,7,1,0,1,2
0.5375949,-0.620649976,7,1,0,1,2
1.69754355,0.529182235,7,1,0,1,2
1.58759595,0.462220891,7,1,0,1,2
1.20449785,0.186062758,7,1,0,1,2
1.5610379,0.445350921,7,1,0,1,2
2.0246322,0.705388054,7,1,0,1,2
